0
product code,business group,region,year,month,actual,prediction
1,Channel - Industrial,Asia Pacific & ANZ,2020.0,12.0,46135.137675,50505.285149999996
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,2.0,55065.921875,52723.582024999996
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,3.0,60078.527325,56811.82425
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,4.0,61406.6152,60133.16605
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,6.0,46291.304675,59040.15625
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,7.0,50629.712875,55059.38282500001
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,8.0,60243.232424999995,57251.90235
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,9.0,66744.328125,62703.248025
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,10.0,48238.90822500001,57744.37890000001
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,11.0,61527.74415,59783.128899999996
1,Channel - Industrial,Asia Pacific & ANZ,2021.0,12.0,53658.53515,59846.941399999996
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,2.0,48944.66405000001,51588.791025
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,2.0,61735.193375,59013.7129
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,3.0,47469.36525,51856.07029999999
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,5.0,56689.74219999999,52527.220700000005
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,6.0,38344.215825,50862.154299999995
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,7.0,42994.5449,49166.301775
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,8.0,27818.174825000002,47095.5459
1,Channel - Industrial,Asia Pacific & ANZ,2022.0,9.0,38020.201175,42708.864275
1,Industrial,Asia Pacific & ANZ,2020.0,12.0,34267.432225,46213.626975
1,Industrial,Asia Pacific & ANZ,2021.0,1.0,39893.4209,50131.6094
1,Industrial,Asia Pacific & ANZ,2021.0,3.0,55237.33497499999,54105.23245
1,Industrial,Asia Pacific & ANZ,2021.0,4.0,45756.4497,52167.17087500001
1,Industrial,Asia Pacific & ANZ,2021.0,5.0,63311.01855,50712.6758
1,Industrial,Asia Pacific & ANZ,2021.0,6.0,66129.877925,57156.59375
1,Industrial,Asia Pacific & ANZ,2021.0,7.0,44712.67969999999,60960.24415
1,Industrial,Asia Pacific & ANZ,2021.0,8.0,48571.06542499999,53684.140625
1,Industrial,Asia Pacific & ANZ,2021.0,9.0,75539.98144999999,55989.44532500001
1,Industrial,Asia Pacific & ANZ,2021.0,10.0,87286.886725,66813.24220000001
1,Industrial,Asia Pacific & ANZ,2021.0,11.0,58199.7754,59205.759775
1,Industrial,Asia Pacific & ANZ,2022.0,1.0,76557.792,63140.738275
1,Industrial,Asia Pacific & ANZ,2022.0,2.0,44171.61965,61810.86719999999
1,Industrial,Asia Pacific & ANZ,2022.0,3.0,56345.2422,61167.95114999999
1,Industrial,Asia Pacific & ANZ,2022.0,5.0,44493.5127,56161.886725000004
1,Industrial,Asia Pacific & ANZ,2022.0,6.0,49203.107424999995,54190.06837499999
1,Industrial,Asia Pacific & ANZ,2022.0,7.0,65380.464850000004,52924.18944999999
1,Industrial,Asia Pacific & ANZ,2022.0,8.0,24439.653275,49821.907225
1,Industrial,Asia Pacific & ANZ,2022.0,9.0,50725.9795,46348.2666
2,Industrial,Americas,2021.0,2.0,42759.2373,41167.958975
2,Industrial,Americas,2021.0,3.0,55823.425774999996,42952.824225000004
2,Industrial,Americas,2021.0,4.0,42649.69335,44579.709950000004
2,Industrial,Americas,2021.0,5.0,48206.109375,41609.353525
2,Industrial,Americas,2021.0,6.0,30774.89795,41566.9453
2,Industrial,Americas,2021.0,7.0,38760.214825,39506.183600000004
2,Industrial,Americas,2021.0,8.0,32559.272449999997,38947.50782499999
2,Industrial,Americas,2021.0,9.0,36383.7969,37518.378899999996
2,Industrial,Americas,2021.0,10.0,47296.990225,41229.569325000004
2,Industrial,Americas,2021.0,11.0,35929.4165,41948.231425
2,Industrial,Americas,2021.0,12.0,39108.589850000004,39221.261725000004
2,Industrial,Americas,2022.0,1.0,40263.349625,38118.3789
2,Industrial,Americas,2022.0,2.0,34854.890625,42848.805674999996
2,Industrial,Americas,2022.0,3.0,48609.530275000005,43338.6709
2,Industrial,Americas,2022.0,4.0,25893.1748,41081.125975
2,Industrial,Americas,2022.0,6.0,28542.144525,36971.882825
2,Industrial,Americas,2022.0,7.0,24603.669925000002,33444.368149999995
2,Industrial,Americas,2022.0,8.0,37582.447275,33091.0459
2,Industrial,Americas,2022.0,9.0,33868.3706,34141.827124999996
2,Industrial,Asia Pacific & ANZ,2020.0,12.0,35073.7002,34188.50585
2,Industrial,Asia Pacific & ANZ,2021.0,1.0,31855.552750000003,34691.730475000004
2,Industrial,Asia Pacific & ANZ,2021.0,2.0,30069.6875,34340.497075
2,Industrial,Asia Pacific & ANZ,2021.0,4.0,34147.732425,34324.0547
2,Industrial,Asia Pacific & ANZ,2021.0,5.0,27322.1421,33424.8711
2,Industrial,Asia Pacific & ANZ,2021.0,7.0,32876.9297,33332.632825
2,Industrial,Asia Pacific & ANZ,2021.0,8.0,24296.967775,33264.70115
2,Industrial,Asia Pacific & ANZ,2021.0,9.0,33542.770025000005,33338.746100000004
2,Industrial,Asia Pacific & ANZ,2021.0,10.0,32427.449200000003,34222.131825000004
2,Industrial,Asia Pacific & ANZ,2021.0,11.0,33065.216799999995,33994.815425
2,Industrial,Asia Pacific & ANZ,2021.0,12.0,27936.267099999997,34538.078125
2,Industrial,Asia Pacific & ANZ,2022.0,2.0,24176.967299999997,32403.221675
2,Industrial,Asia Pacific & ANZ,2022.0,2.0,22901.649899999997,30513.054675000003
2,Industrial,Asia Pacific & ANZ,2022.0,4.0,44145.1465,34462.091799999995
2,Industrial,Asia Pacific & ANZ,2022.0,5.0,41601.622075,34039.749025000005
2,Industrial,Asia Pacific & ANZ,2022.0,6.0,35573.227549999996,34529.040049999996
2,Industrial,Asia Pacific & ANZ,2022.0,7.0,39305.9419,39262.34865
2,Industrial,Asia Pacific & ANZ,2022.0,8.0,38840.7119,35516.309550000005
2,Industrial,Asia Pacific & ANZ,2022.0,9.0,39240.80175,39146.042
3,Data and Devices,Americas,2020.0,12.0,35241.547125,42941.5166
3,Data and Devices,Americas,2021.0,2.0,19666.5874,37869.687525
3,Data and Devices,Americas,2021.0,3.0,33334.46045,39864.321299999996
3,Data and Devices,Americas,2021.0,4.0,45513.933575,39752.954125000004
3,Data and Devices,Americas,2021.0,5.0,56992.763674999995,42751.03905
3,Data and Devices,Americas,2021.0,6.0,79841.16797499999,47371.928700000004
3,Data and Devices,Americas,2021.0,8.0,8977.076975,40342.380875
3,Data and Devices,Americas,2021.0,8.0,40384.045874999996,36220.5078
3,Data and Devices,Americas,2021.0,10.0,40440.235349999995,35976.95605
3,Data and Devices,Americas,2021.0,11.0,8374.6051,33534.005875
3,Data and Devices,Americas,2021.0,12.0,39839.802725,28965.802750000003
3,Data and Devices,Americas,2022.0,1.0,53991.790049999996,36897.486325
