product code,business group,region,year,month,actual,prediction
001,Channel - Industrial,Asia Pacific & ANZ,2021.0,8.0,56083.5,56169.55467499999
001,Channel - Industrial,Asia Pacific & ANZ,2021.0,9.0,55018.41407500001,57295.136725000004
001,Channel - Industrial,Asia Pacific & ANZ,2021.0,10.0,57944.738275,50807.855475000004
001,Channel - Industrial,Asia Pacific & ANZ,2021.0,11.0,45200.854475,47123.04295
001,Channel - Industrial,Asia Pacific & ANZ,2021.0,12.0,56740.6328,53099.80955
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,1.0,58748.005875,56101.9326
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,2.0,49513.641625000004,47493.486325000005
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,2.0,52860.27735,52395.935574999996
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,3.0,43924.5957,52635.066425
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,4.0,41241.140625,45770.496075
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,5.0,44153.1787,48248.279299999995
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,6.0,33107.42285,30900.667974999997
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,7.0,39309.023425,39476.4834
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,8.0,34693.07715,31152.404274999997
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,9.0,43053.9834,46787.155275
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,10.0,26810.923799999997,31405.4209
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,11.0,27254.555675000003,30178.967774999997
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,12.0,25138.792975,23349.33105
001,Channel - Industrial,Asia Pacific & ANZ,2022.0,12.0,32829.47655,39771.47655
001,Industrial,Asia Pacific & ANZ,2021.0,8.0,61539.4492,44209.92285
001,Industrial,Asia Pacific & ANZ,2021.0,9.0,68790.888675,57316.98974999999
001,Industrial,Asia Pacific & ANZ,2021.0,10.0,68509.34959999999,67380.48730000001
001,Industrial,Asia Pacific & ANZ,2021.0,11.0,59811.449225,66277.058575
001,Industrial,Asia Pacific & ANZ,2021.0,12.0,63811.156749999995,59318.77342500001
001,Industrial,Asia Pacific & ANZ,2022.0,1.0,54651.417975000004,48447.479499999994
001,Industrial,Asia Pacific & ANZ,2022.0,2.0,49645.20605,40963.713875
001,Industrial,Asia Pacific & ANZ,2022.0,2.0,48470.75,36692.040049999996
001,Industrial,Asia Pacific & ANZ,2022.0,3.0,61414.56250000001,49042.947275
001,Industrial,Asia Pacific & ANZ,2022.0,4.0,26133.193325,22088.123525000003
001,Industrial,Asia Pacific & ANZ,2022.0,5.0,71788.694325,79799.87305
001,Industrial,Asia Pacific & ANZ,2022.0,6.0,22912.89455,29735.765625
001,Industrial,Asia Pacific & ANZ,2022.0,7.0,19826.39795,23254.4844
001,Industrial,Asia Pacific & ANZ,2022.0,8.0,51069.23145,20558.45605
001,Industrial,Asia Pacific & ANZ,2022.0,9.0,24492.982549999997,20884.5283
001,Industrial,Asia Pacific & ANZ,2022.0,10.0,18647.625500000002,51449.2754
001,Industrial,Asia Pacific & ANZ,2022.0,11.0,39224.3667,30047.208974999998
001,Industrial,Asia Pacific & ANZ,2022.0,12.0,85980.1953,15394.011225
001,Industrial,Asia Pacific & ANZ,2022.0,12.0,28059.933100000002,37767.115225
002,Channel - Industrial,Americas,2021.0,8.0,37055.379875,38939.315425
002,Channel - Industrial,Americas,2021.0,9.0,41658.541,39987.137675
002,Channel - Industrial,Americas,2021.0,10.0,36320.50782499999,36754.840825
002,Channel - Industrial,Americas,2021.0,11.0,42980.580075000005,43638.0332
002,Channel - Industrial,Americas,2021.0,12.0,56380.089850000004,52326.50782499999
002,Channel - Industrial,Americas,2022.0,1.0,41020.565449999995,39572.692375
002,Channel - Industrial,Americas,2022.0,2.0,40960.009775,42596.08885
002,Channel - Industrial,Americas,2022.0,2.0,36881.598625,37559.73145
002,Channel - Industrial,Americas,2022.0,3.0,36656.507825,38710.01855
002,Channel - Industrial,Americas,2022.0,4.0,42139.836924999996,42777.741225000005
002,Channel - Industrial,Americas,2022.0,5.0,45830.357424999995,44982.65135
002,Channel - Industrial,Americas,2022.0,6.0,38383.5752,38000.053700000004
002,Channel - Industrial,Americas,2022.0,7.0,33094.600575,31162.605450000003
002,Channel - Industrial,Americas,2022.0,8.0,42252.472624999995,39284.3291
002,Channel - Industrial,Americas,2022.0,9.0,49301.490225,51715.010725
002,Channel - Industrial,Americas,2022.0,10.0,41145.87015,39904.671875
002,Channel - Industrial,Americas,2022.0,11.0,36129.086925,27930.102525000002
002,Channel - Industrial,Americas,2022.0,12.0,39718.352549999996,36279.642575
